City,Country,Gases Included,Emissions Column Number,Emissions Column Name,Emissions Row Number,Emissions Row Name,Emissions Response Answer,Emissions Description,Emissions Data Reported,Inventory Year,Population in inventory year,City_Location,Last update,Organization Name
Phoenix,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),26,Generation of grid-supplied energy > Electricity-only generation^,0,2605 Generation of grid-supplied energy > Electricity-only generation^ - Outside Boundary,1,2020,1654675,POINT (-112.074 33.4484),04/02/2023 4:08:42 AM,"City of Phoenix, AZ"
San Antonio,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),26,Generation of grid-supplied energy > Electricity-only generation^,0,2605 Generation of grid-supplied energy > Electricity-only generation^ - Outside Boundary,0,2019,1451853,POINT (-98.4936 29.4241),04/02/2023 4:08:42 AM,"City of San Antonio, TX"
Boulder,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),4,Stationary energy > Industrial buildings & facilities^,0,0405 Stationary energy > Industrial buildings & facilities^ - Outside Boundary,1,2021/2022,108250,POINT (-105.252 40.0274),04/02/2023 4:08:42 AM,"City of Boulder, CO"
New Bedford,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,6,Stationary energy > Fugitive emissions^,4165,0601 Stationary energy > Fugitive emissions^ - Direct,1,2017,95125,POINT (-70.9342 41.6362),04/02/2023 4:08:42 AM,"City of New Bedford, MA"
,United States of America,CH4; CO2; N2O,1,Emissions (metric tonnes CO2e),5,Stationary Energy: energy use – Scope 1,231162,0501 Stationary Energy: energy use – Scope 1,1,2019,96577,,04/02/2023 4:08:42 AM,"City of Longmont, CO"
Berkeley,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,28,Generation of grid-supplied energy > Heat/cold generation^,0,2801 Generation of grid-supplied energy > Heat/cold generation^ - Direct,1,2020,124321,,04/02/2023 4:08:42 AM,"City of Berkeley, CA"
Piedmont,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),18,Total Waste,0,1805 Total Waste - Outside Boundary,1,2020,11000,POINT (-122.232 37.8244),04/02/2023 4:08:42 AM,"City of Piedmont, CA"
Portland,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,13,Total Transport,255177,1301 Total Transport - Direct,1,2017,66715,POINT (-70.2553 43.6615),04/02/2023 4:08:42 AM,"City of Portland, ME"
Piedmont,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,1,Direct emissions (metric tonnes CO2e)^,27,Generation of grid-supplied energy > CHP generation^,0,2701 Generation of grid-supplied energy > CHP generation^ - Direct,1,2020,11000,POINT (-122.232 37.8244),04/02/2023 4:08:42 AM,"City of Piedmont, CA"
Charlotte,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,17,Waste > Wastewater^,346.15,1701 Waste > Wastewater^ - Direct,1,2019,868000,POINT (-80.8431 35.2271),04/02/2023 4:08:42 AM,"City of Charlotte, NC"
Fort Collins,United States of America,CH4; CO2; N2O; SF6,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",13,Total Transport,0,1303 Total Transport - Indirect,0,2020/2021,171264,POINT (-105.084 40.5853),04/02/2023 4:08:42 AM,"City of Fort Collins, CO"
,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,15,Waste > Biological treatment^,0,1501 Waste > Biological treatment^ - Direct,1,2019,7500,,04/02/2023 4:08:42 AM,"Village of Hastings-on-Hudson, NY"
,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),22,AFOLU > Livestock,0,2205 AFOLU > Livestock - Outside Boundary,0,2020,1253889,,04/02/2023 4:08:42 AM,"Cuyahoga County, OH"
Bloomington,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,6,Stationary energy > Fugitive emissions^,3265,0601 Stationary energy > Fugitive emissions^ - Direct,1,2018,85000,POINT (-86.5264 39.1653),04/02/2023 4:08:42 AM,"City of Bloomington, IN"
Saint Paul,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",7,Total Stationary Energy,678136.05,0703 Total Stationary Energy - Indirect,1,2020,305887,POINT (-93.09 44.9537),04/02/2023 4:08:42 AM,"City of Saint Paul, MN"
Houston,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",13,Total Transport,0,1303 Total Transport - Indirect,0,2019/2020,2320268,POINT (-95.3694 29.7602),04/02/2023 4:08:42 AM,"City of Houston, TX"
Columbus,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),7,Total Stationary Energy,0,0705 Total Stationary Energy - Outside Boundary,1,2021,913921,POINT (-82.9988 39.9612),04/02/2023 4:08:42 AM,"City of Columbus, OH"
,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),20,IPPU > Product use,0,2005 IPPU > Product use - Outside Boundary,0,2019,7500,,04/02/2023 4:08:42 AM,"Village of Hastings-on-Hudson, NY"
,United States of America,CH4; CO2; HFCs; N2O; PFCs; SF6,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),7,Total Stationary Energy,6316.11,0705 Total Stationary Energy - Outside Boundary,1,2019,52770,,04/02/2023 4:08:42 AM,"City of Olympia, WA"
Des Moines,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,5,Stationary energy > Agriculture^,0,0501 Stationary energy > Agriculture^ - Direct,1,2019,215932,,04/02/2023 4:08:42 AM,"City of Des Moines, IA"
Louisville,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,1,Direct emissions (metric tonnes CO2e)^,22,AFOLU > Livestock,8510,2201 AFOLU > Livestock - Direct,1,2016,765352,POINT (-85.6784 38.196),04/02/2023 4:08:42 AM,"City of Louisville, KY"
Portland,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),13,Total Transport,0,1305 Total Transport - Outside Boundary,0,2017,66715,POINT (-70.2553 43.6615),04/02/2023 4:08:42 AM,"City of Portland, ME"
Hayward,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,28,Generation of grid-supplied energy > Heat/cold generation^,0,2801 Generation of grid-supplied energy > Heat/cold generation^ - Direct,1,2019,160197,POINT (-122.081 37.6689),04/02/2023 4:08:42 AM,"City of Hayward, CA"
Albany,United States of America,CO2,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",10,Transportation > Waterborne navigation^,0,1003 Transportation > Waterborne navigation^ - Indirect,0,2019,99224,POINT (-73.7562 42.6526),04/02/2023 4:08:42 AM,"City of Albany, NY"
Bellingham,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,6,Stationary energy > Fugitive emissions^,9895.82,0601 Stationary energy > Fugitive emissions^ - Direct,1,2020,90821,POINT (-122.479 48.7519),04/02/2023 4:08:42 AM,"City of Bellingham, WA"
Indianapolis,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),17,Waste > Wastewater^,0,1705 Waste > Wastewater^ - Outside Boundary,1,2019,883570,POINT (-86.1785 39.7676),04/02/2023 4:08:42 AM,"City of Indianapolis, IN"
Piedmont,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",3,Stationary energy > Institutional buildings & facilities^,0,0303 Stationary energy > Institutional buildings & facilities^ - Indirect,1,2020,11000,POINT (-122.232 37.8244),04/02/2023 4:08:42 AM,"City of Piedmont, CA"
Salt Lake City,United States of America,,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",7,Total Stationary Energy,2364356.1,0703 Total Stationary Energy - Indirect,1,,0,POINT (-111.891 40.7608),04/02/2023 4:08:42 AM,"Salt Lake City, UT"
,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,28,Generation of grid-supplied energy > Heat/cold generation^,107695,2801 Generation of grid-supplied energy > Heat/cold generation^ - Direct,1,2020,1253889,,04/02/2023 4:08:42 AM,"Cuyahoga County, OH"
,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,28,Generation of grid-supplied energy > Heat/cold generation^,0,2801 Generation of grid-supplied energy > Heat/cold generation^ - Direct,1,2019,13290,,04/02/2023 4:08:42 AM,"Town of York, ME"
South Bend,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",11,Transportation > Aviation^,0,1103 Transportation > Aviation^ - Indirect,1,2021,103453,POINT (41.6754 -86.2532),04/02/2023 4:08:42 AM,"City of South Bend, IN"
,United States of America,CH4; CO2; N2O,1,Emissions (metric tonnes CO2e),2,Scope 1 emissions from generation of grid-supplied energy,0,0201 Scope 1 emissions from generation of grid-supplied energy,0,2018/2019,14000,,04/02/2023 4:08:42 AM,"City of Bexley, OH"
Flagstaff,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),29,Generation of grid-supplied energy > Local renewable generation,0,2905 Generation of grid-supplied energy > Local renewable generation - Outside Boundary,0,2021,76338,POINT (-111.631 35.1992),04/02/2023 4:08:42 AM,"City of Flagstaff, AZ"
Las Vegas,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",8,Transportation > On-road^,0,0803 Transportation > On-road^ - Indirect,1,2019,651297,POINT (-115.14 36.1699),04/02/2023 4:08:42 AM,"City of Las Vegas, NV"
,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),17,Waste > Wastewater^,0,1705 Waste > Wastewater^ - Outside Boundary,1,2019,7500,,04/02/2023 4:08:42 AM,"Village of Hastings-on-Hudson, NY"
,United States of America,CH4; CO2; HFCs; N2O; PFCs,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),1,Stationary energy > Residential buildings^,0,0105 Stationary energy > Residential buildings^ - Outside Boundary,0,2018,55573,POINT (-75.1195 40.1241),04/02/2023 4:08:42 AM,"Abington Township, PA"
Roanoke,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,8,Transportation > On-road^,330784.58,0801 Transportation > On-road^ - Direct,1,2019,99229,POINT (-79.9414 37.271),04/02/2023 4:08:42 AM,"City of Roanoke, VA"
Milwaukee,United States of America,CO2,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",7,Total Stationary Energy,3167129,0703 Total Stationary Energy - Indirect,1,2018,592025,POINT (-87.9065 43.0389),04/02/2023 4:08:42 AM,"City of Milwaukee, WI"
,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,31,Total Emissions (excluding generation of grid-supplied energy),49829,3101 Total Emissions (excluding generation of grid-supplied energy) - Direct,1,2019,16293,,04/02/2023 4:08:42 AM,"Town of Durham, NH"
Las Vegas,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,3,Stationary energy > Institutional buildings & facilities^,0,0301 Stationary energy > Institutional buildings & facilities^ - Direct,1,2019,651297,POINT (-115.14 36.1699),04/02/2023 4:08:42 AM,"City of Las Vegas, NV"
"Cambridge, MA",United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),15,Waste > Biological treatment^,0,1505 Waste > Biological treatment^ - Outside Boundary,1,2019,116632,POINT (-71.1057 42.3674),04/02/2023 4:08:42 AM,"City of Cambridge, MA"
Emeryville,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",9,Transportation > Rail^,0,0903 Transportation > Rail^ - Indirect,1,2020,12298,POINT (-122.285 37.8313),04/02/2023 4:08:42 AM,"City of Emeryville, CA"
Atlanta,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),13,Total Transport,0,1305 Total Transport - Outside Boundary,0,2019,488800,POINT (-84.388 33.749),04/02/2023 4:08:42 AM,"City of Atlanta, GA"
Charlotte,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",8,Transportation > On-road^,0,0803 Transportation > On-road^ - Indirect,1,2019,868000,POINT (-80.8431 35.2271),04/02/2023 4:08:42 AM,"City of Charlotte, NC"
"Columbia, MO",United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),26,Generation of grid-supplied energy > Electricity-only generation^,0,2605 Generation of grid-supplied energy > Electricity-only generation^ - Outside Boundary,1,2021,123619,POINT (-92.3341 38.9517),04/02/2023 4:08:42 AM,"City of Columbia, MO"
Oakland,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),11,Transportation > Aviation^,0,1105 Transportation > Aviation^ - Outside Boundary,0,2019,433044,POINT (-122.271 37.8044),04/02/2023 4:08:42 AM,"City of Oakland, CA"
Dubuque,United States of America,CH4; CO2,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),16,Waste > Incineration and open burning^,0,1605 Waste > Incineration and open burning^ - Outside Boundary,0,2018,58410,POINT (-90.5071 42.5006),04/02/2023 4:08:42 AM,"City of Dubuque, IA"
Honolulu,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),25,Total AFOLU,0,2505 Total AFOLU - Outside Boundary,1,2020,1016410,POINT (157.59 21.28),04/02/2023 4:08:42 AM,"City and County of Honolulu, HI"
"San José, CA",United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),20,IPPU > Product use,0,2005 IPPU > Product use - Outside Boundary,0,2019,1047871,POINT (-121.886 37.3382),04/02/2023 4:08:42 AM,"City of San José, CA"
Boston,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,19,IPPU > Industrial process,0,1901 IPPU > Industrial process - Direct,1,2020,675647,POINT (-71.0598 42.3584),04/02/2023 4:08:42 AM,"City of Boston, MA"
Salem,United States of America,CO2,1,Direct emissions (metric tonnes CO2e)^,29,Generation of grid-supplied energy > Local renewable generation,0,2901 Generation of grid-supplied energy > Local renewable generation - Direct,1,2021,43088,POINT (-70.8967 42.5195),04/02/2023 4:08:42 AM,"City of Salem, MA"
Indianapolis,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",4,Stationary energy > Industrial buildings & facilities^,0,0403 Stationary energy > Industrial buildings & facilities^ - Indirect,1,2019,883570,POINT (-86.1785 39.7676),04/02/2023 4:08:42 AM,"City of Indianapolis, IN"
